3895,1739554827.610212
4092,1739554827.610217
3822,1739554827.610222
3168,1739554827.610227
2273,1739554827.610232
1329,1739554827.610237
498,1739554827.610242
60,1739554827.610247
51,1739554827.610252
473,1739554827.610257
1294,1739554827.610263
2235,1739554827.610268
3082,1739554827.610272
3802,1739554827.610278
4090,1739554827.610283
3937,1739554827.610288
3376,1739554827.610293
2467,1739554827.610298
1516,1739554827.610303
680,1739554827.610308
116,1739554827.610313
17,1739554827.610318
355,1739554827.610323
1003,1739554827.610328
1975,1739554827.610333
2908,1739554827.610338
3694,1739554827.610343
4055,1739554827.610348
4004,1739554827.610353
3519,1739554827.610358
2656,1739554827.610363
1770,1739554827.610368
884,1739554827.610373
218,1739554827.610379
0,1739554827.610383
223,1739554827.610389
840,1739554827.610394
1780,1739554827.610399
2726,1739554827.610404
3570,1739554827.610409
4007,1739554827.610414
4053,1739554827.610419
3688,1739554827.610424
2899,1739554827.610429
1902,1739554827.610434
994,1739554827.610439
314,1739554827.610444
8,1739554827.610449
142,1739554827.610454
687,1739554827.610459
1588,1739554827.610464
2539,1739554827.610469
3796,1739554827.610478
1167,1739554827.610505
388,1739554827.610510
16,1739554827.610515
165,1739554827.610521
833,1739554827.610527
1772,1739554827.610532
3988,1739554827.610554
3482,1739554827.610559
2728,1739554827.610563
1782,1739554827.610568
893,1739554827.610573
285,1739554827.610578
1,1739554827.610583
163,1739554827.610588
779,1739554827.610593
1642,1739554827.610598
2654,1739554827.610603
3426,1739554827.610608
3962,1739554827.610613
4084,1739554827.610618
3801,1739554827.610623
3134,1739554827.610628
2233,1739554827.610632
1233,1739554827.610638
513,1739554827.610642
83,1739554827.610647
33,1739554827.610652
418,1739554827.610657
1155,1739554827.610662
2020,1739554827.610667
3005,1739554827.610672
3719,1739554827.610677
4063,1739554827.610682
3990,1739554827.610687
3488,1739554827.610692
2675,1739554827.610697
1790,1739554827.610701
900,1739554827.610706
257,1739554827.610711
4,1739554827.610716
186,1739554827.610721
723,1739554827.610726
1635,1739554827.610731
2523,1739554827.610736
3372,1739554827.610741
3959,1739554827.610746
4085,1739554827.610751
3772,1739554827.610756
3087,1739554827.610761
2241,1739554827.610766
1299,1739554827.610771
519,1739554827.610775
85,1739554827.610780
32,1739554827.610785
414,1739554827.610790
1205,1739554827.610795
2076,1739554827.610800
2998,1739554827.610805
3715,1739554827.610810
4072,1739554827.610815
4012,1739554827.610820
3494,1739554827.610825
2683,1739554827.610830
1734,1739554827.610835
854,1739554827.610840
261,1739554827.610845
1,1739554827.610850
183,1739554827.610854
767,1739554827.610860
1564,1739554827.610864
2578,1739554827.610869
3414,1739554827.610874
3932,1739554827.610879
4091,1739554827.610884
3810,1739554827.610889
3148,1739554827.610894
2249,1739554827.610899
1306,1739554827.610904
524,1739554827.610909
1316,1739554827.610930
2259,1739554827.610935
3262,1739554827.610940
3904,1739554827.610945
4094,1739554827.610950
3843,1739554827.610955
3097,1739554827.610961
2189,1739554827.610966
1251,1739554827.610971
444,1739554827.610976
29,1739554827.610981
89,1739554827.610986
572,1739554827.610992
1433,1739554827.610997
2445,1739554827.611002
3360,1739554827.611007
3929,1739554827.611012
4092,1739554827.611017
3780,1739554827.611023
3045,1739554827.611028
2129,1739554827.611033
1138,1739554827.611038
407,1739554827.611043
20,1739554827.611048
108,1739554827.611053
614,1739554827.611059
1491,1739554827.611064
2504,1739554827.611069
3357,1739554827.611074
3951,1739554827.611079
4080,1739554827.611085
3711,1739554827.611090
2935,1739554827.611095
12,1739554827.611116
176,1739554827.611121
754,1739554827.611126
1737,1739554827.611132
2805,1739554827.611137
3625,1739554827.611143
4058,1739554827.611148
3999,1739554827.611153
3415,1739554827.611159
2579,1739554827.611164
1566,1739554827.611169
670,1739554827.611175
959,1739554827.611194
3820,1739554827.611223
2999,1739554827.611228
1949,1739554827.611234
324,1739554827.611256
1123,1739554827.611262
2176,1739554827.611268
3297,1739554827.611274
3970,1739554827.611280
1636,1739554827.611302
1294,1739554827.611329
2363,1739554827.611335
3393,1739554827.611341
3990,1739554827.611347
4021,1739554827.611353
3471,1739554827.611359
2466,1739554827.611365
1273,1739554827.611371
512,1739554827.611391
1350,1739554827.611396
2359,1739554827.611402
3291,1739554827.611407
3944,1739554827.611413
4082,1739554827.611418
3685,1739554827.611423
2836,1739554827.611429
1833,1739554827.611434
883,1739554827.611440
190,1739554827.611445
4,1739554827.611451
353,1739554827.611456
1112,1739554827.611462
2164,1739554827.611467
3612,1739554827.611476
1400,1739554827.611503
837,1739554827.611527
1904,1739554827.611532
3797,1739554827.611556
3016,1739554827.611562
64,1739554827.611581
35,1739554827.611585
349,1739554827.611590
939,1739554827.611594
1710,1739554827.611598
2535,1739554827.611603
3282,1739554827.611607
2963,1739554827.611628
2165,1739554827.611633
1287,1739554827.611638
553,1739554827.611642
101,1739554827.611647
2406,1739554827.611669
3279,1739554827.611674
3885,1739554827.611678
1004,1739554827.611706
255,1739554827.611712
3,1739554827.611717
310,1739554827.611723
1098,1739554827.611728
3734,1739554827.611757
2854,1739554827.611763
186,1739554827.611788
983,1739554827.611794
2144,1739554827.611800
3220,1739554827.611806
2617,1739554827.611830
1542,1739554827.611836
1206,1739554827.611862
2204,1739554827.611867
3110,1739554827.611872
3786,1739554827.611878
4092,1739554827.611883
3898,1739554827.611888
3351,1739554827.611893
2434,1739554827.611898
1546,1739554827.611903
655,1739554827.611908
127,1739554827.611913
2516,1739554827.611936
3266,1739554827.611940
1738,1739554827.611969
857,1739554827.611973
204,1739554827.611979
0,1739554827.611984
238,1739554827.611989
866,1739554827.611994
1813,1739554827.611999
2757,1739554827.612004
3591,1739554827.612009
4016,1739554827.612014
4046,1739554827.612019
3628,1739554827.612024
2869,1739554827.612029
1933,1739554827.612034
1021,1739554827.612039
297,1739554827.612044
6,1739554827.612049
180,1739554827.612054
761,1739554827.612059
1557,1739554827.612064
2508,1739554827.612069
3456,1739554827.612075
3953,1739554827.612079
4087,1739554827.612084
3745,1739554827.612090
3044,1739554827.612095
2065,1739554827.612100
1138,1739554827.612105
407,1739554827.612110
30,1739554827.612115
108,1739554827.612120
615,1739554827.612125
1492,1739554827.612130
2442,1739554827.612135
3357,1739554827.612141
3901,1739554827.612145
4095,1739554827.612150
3815,1739554827.612156
3157,1739554827.612161
2196,1739554827.612166
1258,1739554827.612171
448,1739554827.612176
57,1739554827.612181
70,1739554827.612186
523,1739554827.612191
1306,1739554827.612196
2312,1739554827.612201
3253,1739554827.612207
3871,1739554827.612212
4095,1739554827.612217
3849,1739554827.612222
3214,1739554827.612227
2328,1739554827.612232
1381,1739554827.612237
534,1739554827.612242
74,1739554827.612247
53,1739554827.612252
479,1739554827.612257
1243,1739554827.612262
2180,1739554827.612267
3089,1739554827.612273
3807,1739554827.612278
4091,1739554827.612283
3934,1739554827.612288
3320,1739554827.612293
2395,1739554827.612298
1445,1739554827.612303
626,1739554827.612308
113,1739554827.612313
18,1739554827.612318
360,1739554827.612323
1123,1739554827.612328
2049,1739554827.612333
2974,1739554827.612339
3699,1739554827.612344
4068,1739554827.612349
3981,1739554827.612354
3467,1739554827.612359
2586,1739554827.612364
1635,1739554827.612369
773,1739554827.612374
161,1739554827.612379
10,1739554827.612384
289,1739554827.612389
1007,1739554827.612394
1853,1739554827.612399
2913,1739554827.612405
3618,1739554827.612409
4067,1739554827.612415
4020,1739554827.612420
3559,1739554827.612425
2712,1739554827.612430
1765,1739554827.612435
827,1739554827.612440
216,1739554827.612445
0,1739554827.612450
225,1739554827.612455
896,1739554827.612460
1785,1739554827.612465
3134,1739554827.612473
1580,1739554827.612502
682,1739554827.612508
3289,1739554827.612540
3943,1739554827.612546
4053,1739554827.612552
3521,1739554827.612558
2536,1739554827.612564
1053,1739554827.612595
2097,1739554827.612600
3127,1739554827.612606
3829,1739554827.612611
4095,1739554827.612617
2663,1739554827.612630
1651,1739554827.612635
688,1739554827.612641
120,1739554827.612646
24,1739554827.612652
424,1739554827.612657
1280,1739554827.612663
2348,1739554827.612668
3282,1739554827.612674
3914,1739554827.612679
4090,1739554827.612684
3729,1739554827.612690
1845,1739554827.612701
840,1739554827.612707
195,1739554827.612712
8,1739554827.612718
347,1739554827.612723
2153,1739554827.612734
3174,1739554827.612740
3856,1739554827.612745
4094,1739554827.612751
3801,1739554827.612756
1848,1739554827.612768
896,1739554827.612773
197,1739554827.612779
3,1739554827.612784
381,1739554827.612790
1099,1739554827.612795
3062,1739554827.612806
3854,1739554827.612812
4095,1739554827.612817
3769,1739554827.612823
3026,1739554827.612828
1007,1739554827.612839
257,1739554827.612844
0,1739554827.612850
244,1739554827.612855
930,1739554827.612861
3114,1739554827.612872
3853,1739554827.612878
4094,1739554827.612884
3805,1739554827.612889
3086,1739554827.612895
2112,1739554827.612900
1066,1739554827.612905
1,1739554827.612916
273,1739554827.612922
926,1739554827.612927
1949,1739554827.612933
3752,1739554827.612944
4095,1739554827.612950
3869,1739554827.612955
3144,1739554827.612961
2180,1739554827.612966
1126,1739554827.612972
0,1739554827.612983
271,1739554827.612989
923,1739554827.612994
1945,1739554827.612999
2995,1739554827.613005
3750,1739554827.613010
3899,1739554827.613021
3200,1739554827.613027
2248,1739554827.613032
1246,1739554827.613038
402,1739554827.613043
269,1739554827.613056
1085,1739554827.613061
2133,1739554827.613067
2188,1739554827.613099
1133,1739554827.613105
297,1739554827.613111
0,1739554827.613117
370,1739554827.613123
1196,1739554827.613129
2320,1739554827.613135
3409,1739554827.613141
3996,1739554827.613147
4032,1739554827.613153
180,1739554827.613179
6,1739554827.613184
367,1739554827.613190
1134,1739554827.613195
2189,1739554827.613201
3205,1739554827.613207
3901,1739554827.613212
4087,1739554827.613218
3747,1739554827.613223
2991,1739554827.613228
1940,1739554827.613234
973,1739554827.613239
238,1739554827.613245
2747,1739554827.613270
3584,1739554827.613276
4058,1739554827.613281
3999,1739554827.613287
3461,1739554827.613292
2516,1739554827.613298
1441,1739554827.613303
578,1739554827.613309
58,1739554827.613314
69,1739554827.613320
609,1739554827.613325
1546,1739554827.613331
2560,1739554827.613336
3538,1739554827.613342
4012,1739554827.613347
4018,1739554827.613353
3554,1739554827.613358
2582,1739554827.613364
1568,1739554827.613369
626,1739554827.613375
93,1739554827.613380
52,1739554827.613386
518,1739554827.613391
1419,1739554827.613397
2494,1739554827.613402
3397,1739554827.613408
3970,1739554827.613413
4062,1739554827.613419
3640,1739554827.613424
2768,1739554827.613430
1635,1739554827.613436
723,1739554827.613441
114,1739554827.613446
27,1739554827.613452
474,1739554827.613457
1295,1739554827.613463
2364,1739554827.613468
3697,1739554827.613477
499,1739554827.613509
2105,1739554827.613534
3080,1739554827.613539
3801,1739554827.613544
4084,1739554827.613549
3912,1739554827.613554
3378,1739554827.613559
8,1739554827.613583
122,1739554827.613587
511,1739554827.613591
1229,1739554827.613596
2037,1739554827.613600
2847,1739554827.613604
3482,1739554827.613608
3966,1739554827.613613
4089,1739554827.613617
3887,1739554827.613622
3381,1739554827.613626
2597,1739554827.613631
1836,1739554827.613635
1048,1739554827.613639
423,1739554827.613643
48,1739554827.613648
49,1739554827.613652
352,1739554827.613657
998,1739554827.613661
1778,1739554827.613665
2540,1739554827.613669
3286,1739554827.613674
3830,1739554827.613678
4089,1739554827.613683
4006,1739554827.613687
3567,1739554827.613691
2959,1739554827.613695
2032,1739554827.613700
1283,1739554827.613704
594,1739554827.613708
142,1739554827.613713
0,1739554827.613717
220,1739554827.613722
685,1739554827.613726
3283,1739554827.613740
1407,1739554827.613770
553,1739554827.613775
3379,1739554827.613807
3984,1739554827.613813
4055,1739554827.613819
3484,1739554827.613825
23,1739554827.613852
3884,1739554827.613879
4090,1739554827.613884
3769,1739554827.613890
2969,1739554827.613895
1916,1739554827.613901
1699,1739554827.613931
2829,1739554827.613937
3718,1739554827.613944
4095,1739554827.613950
3837,1739554827.613955
3029,1739554827.613961
1792,1739554827.613968
822,1739554827.613993
1758,1739554827.613999
3492,1739554827.614025
2681,1739554827.614030
1733,1739554827.614035
801,1739554827.614040
201,1739554827.614045
2,1739554827.614051
271,1739554827.614056
977,1739554827.614061
1882,1739554827.614066
2881,1739554827.614071
3636,1739554827.614076
4061,1739554827.614081
4013,1739554827.614086
3583,1739554827.614091
2685,1739554827.614097
1737,1739554827.614102
856,1739554827.614107
203,1739554827.614112
2,1739554827.614117
269,1739554827.614122
920,1739554827.614127
1814,1739554827.614132
2877,1739554827.614138
3095,1739554827.614161
2187,1739554827.614166
1249,1739554827.614171
483,1739554827.614176
71,1739554827.614181
56,1739554827.614186
447,1739554827.614191
1255,1739554827.614196
2130,1739554827.614201
3045,1739554827.614205
3781,1739554827.614211
4080,1739554827.614215
3975,1739554827.614220
3455,1739554827.614225
2692,1739554827.614230
1681,1739554827.614235
862,1739554827.614240
235,1739554827.614245
0,1739554827.614250
206,1739554827.614255
759,1739554827.614260
1617,1739554827.614264
2568,1739554827.614269
3358,1739554827.614274
3952,1739554827.614280
4080,1739554827.614285
3747,1739554827.614290
3102,1739554827.614294
2259,1739554827.614299
1256,1739554827.614304
531,1739554827.614309
57,1739554827.614314
41,1739554827.614319
442,1739554827.614324
1131,1739554827.614329
2058,1739554827.614334
2982,1739554827.614339
3704,1739554827.614343
4058,1739554827.614348
3998,1739554827.614353
3551,1739554827.614358
2700,1739554827.614363
1816,1739554827.614368
869,1739554827.614373
270,1739554827.614378
2,1739554827.614383
175,1739554827.614388
753,1739554827.614393
1609,1739554827.614398
2560,1739554827.614403
3352,1739554827.614408
3925,1739554827.614412
4092,1739554827.614417
3819,1739554827.614422
3216,1739554827.614427
2267,1739554827.614432
1383,1739554827.614437
580,1739554827.614442
75,1739554827.614447
28,1739554827.614452
398,1739554827.614457
1124,1739554827.614462
2050,1739554827.614467
3445,1739554827.614475
4057,1739554827.614481
416,1739554827.614510
3296,1739554827.614540
3946,1739554827.614546
4063,1739554827.614552
3559,1739554827.614558
2589,1739554827.614564
1452,1739554827.614570
541,1739554827.614576
2106,1739554827.614600
3024,1739554827.614605
3732,1739554827.614610
4067,1739554827.614615
3983,1739554827.614620
3472,1739554827.614625
2654,1739554827.614630
1705,1739554827.614635
779,1739554827.614640
189,1739554827.614645
0,1739554827.614650
224,1739554827.614655
841,1739554827.614660
1719,1739554827.614665
2668,1739554827.614670
3483,1739554827.614675
3988,1739554827.614680
4075,1739554827.614685
3686,1739554827.614690
3011,1739554827.614695
2091,1739554827.614700
1161,1739554827.614705
423,1739554827.614710
35,1739554827.614715
100,1739554827.614720
596,1739554827.614725
1344,1739554827.614730
2289,1739554827.614735
3128,1739554827.614739
3861,1739554827.614745
4093,1739554827.614750
3915,1739554827.614755
3334,1739554827.614759
2538,1739554827.614764
1525,1739554827.614769
735,1739554827.614774
142,1739554827.614779
3,1739554827.614784
350,1739554827.614789
995,1739554827.614794
1902,1739554827.614799
2841,1739554827.614804
3608,1739554827.614809
4039,1739554827.614814
4054,1739554827.614819
3611,1739554827.614824
140,1739554827.614854
781,1739554827.614860
1708,1739554827.614865
2778,1739554827.614871
3606,1739554827.614876
4052,1739554827.614881
3988,1739554827.614887
3437,1739554827.614892
2484,1739554827.614898
1471,1739554827.614903
555,1739554827.614909
65,1739554827.614914
78,1739554827.614920
633,1739554827.614925
1516,1739554827.614930
2529,1739554827.614936
3136,1739554827.614961
2235,1739554827.614966
1293,1739554827.614971
514,1739554827.614976
66,1739554827.614981
33,1739554827.614985
417,1739554827.614990
1211,1739554827.614995
2082,1739554827.615000
3060,1739554827.615005
3719,1739554827.615010
4082,1739554827.615015
3991,1739554827.615020
3577,1739554827.615025
2737,1739554827.615030
1792,1739554827.615035
901,1739554827.615040
258,1739554827.615045
5,1739554827.615049
160,1739554827.615054
722,1739554827.615059
1508,1739554827.615064
2459,1739554827.615069
3371,1739554827.615074
3908,1739554827.615079
4095,1739554827.615084
3838,1739554827.615089
3249,1739554827.615093
2370,1739554827.615098
1482,1739554827.615103
654,1739554827.615108
126,1739554827.615113
13,1739554827.615118
339,1739554827.615123
1033,1739554827.615128
1882,1739554827.615133
2881,1739554827.615138
3595,1739554827.615142
4049,1739554827.615148
4045,1739554827.615152
